landingPage,accessLevel,bureauCode,issued,@type,modified,keyword,contactPoint,publisher,identifier,description,title,programCode,distribution,theme,temporal,license,accrualPeriodicity,references,spatial,language,describedBy,rights,isPartOf,describedByType,category,data_json_order
https://www.cdc.gov/nchs/data-visualization/drug-poisoning-mortality/,public,['009:20'],2016-01-07,dcat:Dataset,2022-03-28,"['deaths', 'drug poisoning', 'mortality', 'national', 'nchs', 'state', 'united states']","{'@type': 'vcard:Contact', 'fn': 'National Center for Health Statistics', 'hasEmail': 'mailto:cdcinfo@cdc.gov'}","{'@type': 'org:Organization', 'name': 'National Center for Health Statistics'}",https://data.cdc.gov/api/views/jx6g-fdh6,"This dataset describes drug poisoning deaths at the U.S. and state level by selected demographic characteristics, and includes age-adjusted death rates for drug poisoning from 1999 to 2015.

Deaths are classified using the International Classification of Diseases, Tenth Revision (ICD–10). Drug-poisoning deaths are defined as having ICD–10 underlying cause-of-death codes X40–X44 (unintentional), X60–X64 (suicide), X85 (homicide), or Y10–Y14 (undetermined intent).

Estimates are based on the National Vital Statistics System multiple cause-of-death mortality files (1). Age-adjusted death rates (deaths per 100,000 U.S. standard population for 2000) are calculated using the direct method. Populations used for computing death rates for 2011–2015 are postcensal estimates based on the 2010 U.S. census. Rates for census years are based on populations enumerated in the corresponding censuses. Rates for noncensus years before 2010 are revised using updated intercensal population estimates and may differ from rates previously published.

Estimate does not meet standards of reliability or precision. Death rates are flagged as “Unreliable” in the chart when the rate is calculated with a numerator of 20 or less.

Death rates for some states and years may be low due to a high number of unresolved pending cases or misclassification of ICD–10 codes for unintentional poisoning as R99, “Other ill-defined and unspecified causes of mortality” (2). For example, this issue is known to affect New Jersey in 2009 and West Virginia in 2005 and 2009 but also may affect other years and other states. Estimates should be interpreted with caution.

Smoothed county age-adjusted death rates (deaths per 100,000 population) were obtained according to methods described elsewhere (3–5). Briefly, two-stage hierarchical models were used to generate empirical Bayes estimates of county age-adjusted death rates due to drug poisoning for each year during 1999–2015. These annual county-level estimates “borrow strength” across counties to generate stable estimates of death rates where data are sparse due to small population size (3,5). Estimates are unavailable for Broomfield County, Colo., and Denali County, Alaska, before 2003 (6,7). Additionally, Bedford City, Virginia was added to Bedford County in 2015 and no longer appears in the mortality file in 2015. County boundaries are consistent with the vintage 2005-2007 bridged-race population file geographies (6).",NCHS - Drug Poisoning Mortality by State: United States,['009:020'],"[{'@type': 'dcat:Distribution', 'downloadURL': 'https://data.cdc.gov/api/views/jx6g-fdh6/rows.csv?accessType=DOWNLOAD', 'mediaType': 'text/csv'}, {'mediaType': 'application/rdf+xml', 'downloadURL': 'https://data.cdc.gov/api/views/jx6g-fdh6/rows.rdf?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/jx6g-fdh6/columns.rdf', 'describedByType': 'application/rdf+xml', '@type': 'dcat:Distribution'}, {'mediaType': 'application/json', 'downloadURL': 'https://data.cdc.gov/api/views/jx6g-fdh6/rows.json?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/jx6g-fdh6/columns.json', 'describedByType': 'application/json', '@type': 'dcat:Distribution'}, {'mediaType': 'application/xml', 'downloadURL': 'https://data.cdc.gov/api/views/jx6g-fdh6/rows.xml?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/jx6g-fdh6/columns.xml', 'describedByType': 'application/xml', '@type': 'dcat:Distribution'}]",['NCHS'],,https://www.usa.gov/government-works,,['https://www.cdc.gov/nchs/nvss/vsrr/provisional-drug-overdose.htm'],United States,,,,,,NCHS,492
https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,public,['009:20'],2022-03-23,dcat:Dataset,2022-04-01,"['age', 'age group', 'all causes', 'children', 'coronavirus', 'covid-19', 'deaths', 'hhs region', 'hispanic origin', 'mortality', 'nchs', 'nvss', 'provisional', 'puerto rico', 'race', 'united states', 'weekly']","{'@type': 'vcard:Contact', 'fn': 'National Center for Health Statistics', 'hasEmail': 'mailto:cdcinfo@cdc.gov'}","{'@type': 'org:Organization', 'name': 'National Center for Health Statistics'}",https://data.cdc.gov/api/views/k5dc-apj8,"Deaths from all causes and deaths involving coronavirus disease 2019 (COVID-19) reported to NCHS by time-period, HHS region, race and Hispanic origin, and age group.","AH Provisional COVID-19 Deaths by HHS Region, Race, and Age, 2015 to date",['009:020'],"[{'@type': 'dcat:Distribution', 'downloadURL': 'https://data.cdc.gov/api/views/k5dc-apj8/rows.csv?accessType=DOWNLOAD', 'mediaType': 'text/csv'}, {'mediaType': 'application/rdf+xml', 'downloadURL': 'https://data.cdc.gov/api/views/k5dc-apj8/rows.rdf?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/k5dc-apj8/columns.rdf', 'describedByType': 'application/rdf+xml', '@type': 'dcat:Distribution'}, {'mediaType': 'application/json', 'downloadURL': 'https://data.cdc.gov/api/views/k5dc-apj8/rows.json?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/k5dc-apj8/columns.json', 'describedByType': 'application/json', '@type': 'dcat:Distribution'}, {'mediaType': 'application/xml', 'downloadURL': 'https://data.cdc.gov/api/views/k5dc-apj8/rows.xml?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/k5dc-apj8/columns.xml', 'describedByType': 'application/xml', '@type': 'dcat:Distribution'}]",['NCHS'],2015/2022,https://www.usa.gov/government-works,irregular,,"United States, Puerto Rico",,,,,,NCHS,501
https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,public,['009:20'],2020-06-24,dcat:Dataset,2022-09-28,"['all causes', 'coronavirus', 'county', 'covid-19', 'deaths', 'hispanic origin', 'mortality', 'nchs', 'nvss', 'provisional', 'race', 'united states']","{'@type': 'vcard:Contact', 'fn': 'National Center for Health Statistics', 'hasEmail': 'mailto:cdcinfo@cdc.gov'}","{'@type': 'org:Organization', 'name': 'National Center for Health Statistics'}",https://data.cdc.gov/api/views/k8wy-p9cg,"County data on race and Hispanic origin is available for counties with more than 100 COVID-19 deaths. Deaths are cumulative from the week ending January 4, 2020 to the most recent reporting week, and based on county of occurrence. Data is provisional. 

Urban-rural classification is based on the 2013 National Center for Health Statistics Urban-Rural Classification Scheme for Counties (https://www.cdc.gov/nchs/data_access/urban_rural.htm).","Provisional COVID-19 Deaths by County, and Race and Hispanic Origin",['009:020'],"[{'@type': 'dcat:Distribution', 'downloadURL': 'https://data.cdc.gov/api/views/k8wy-p9cg/rows.csv?accessType=DOWNLOAD', 'mediaType': 'text/csv'}, {'mediaType': 'application/rdf+xml', 'downloadURL': 'https://data.cdc.gov/api/views/k8wy-p9cg/rows.rdf?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/k8wy-p9cg/columns.rdf', 'describedByType': 'application/rdf+xml', '@type': 'dcat:Distribution'}, {'mediaType': 'application/json', 'downloadURL': 'https://data.cdc.gov/api/views/k8wy-p9cg/rows.json?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/k8wy-p9cg/columns.json', 'describedByType': 'application/json', '@type': 'dcat:Distribution'}, {'mediaType': 'application/xml', 'downloadURL': 'https://data.cdc.gov/api/views/k8wy-p9cg/rows.xml?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/k8wy-p9cg/columns.xml', 'describedByType': 'application/xml', '@type': 'dcat:Distribution'}]",['NCHS'],,https://www.usa.gov/government-works,R/P1W,,United States,,,,,,NCHS,506
https://www.cdc.gov/nchs/covid19/namcs.htm,public,['009:20'],2021-10-18,dcat:Dataset,2022-08-24,"['covid-19', 'physicians']","{'@type': 'vcard:Contact', 'fn': 'National Center for Health Statistics', 'hasEmail': 'mailto:cdcinfo@cdc.gov'}","{'@type': 'org:Organization', 'name': 'National Center for Health Statistics'}",https://data.cdc.gov/api/views/kk8c-wtm4,"The National Ambulatory Medical Care Survey (NAMCS), conducted by the National Center for Health Statistics (NCHS), collects data on visits to physician offices to describe patterns of ambulatory care delivery in the United States. As part of NAMCS, the Physician Induction Interview collects information about practice characteristics at physician offices. Partway through the 2020 NAMCS, NCHS added questions to the Physician Induction Interview to assess physician experiences related to COVID-19 in office-based settings.

The data include nationally representative estimates of experiences related to COVID-19 among office-based physicians in the United States, including: shortages of personal protective equipment (PPE) in the past 3 months; the ability to test for COVID-19 in the past 3 months; providers testing positive for COVID-19 in the past 3 months; turning away COVID-19 patients in the past 3 months; and telemedicine or telehealth technology use before and after March 2020.  Estimates were derived from interviews with physicians in periods 3 and 4 of 2020 NAMCS, which occurred between December 15, 2020 and May 5, 2021.  The data are considered preliminary, and the results may change with the final data release.",Physician Experiences Related to COVID-19 from the National Ambulatory Medical Care Survey,['009:020'],"[{'@type': 'dcat:Distribution', 'downloadURL': 'https://data.cdc.gov/api/views/kk8c-wtm4/rows.csv?accessType=DOWNLOAD', 'mediaType': 'text/csv'}, {'mediaType': 'application/rdf+xml', 'downloadURL': 'https://data.cdc.gov/api/views/kk8c-wtm4/rows.rdf?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/kk8c-wtm4/columns.rdf', 'describedByType': 'application/rdf+xml', '@type': 'dcat:Distribution'}, {'mediaType': 'application/json', 'downloadURL': 'https://data.cdc.gov/api/views/kk8c-wtm4/rows.json?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/kk8c-wtm4/columns.json', 'describedByType': 'application/json', '@type': 'dcat:Distribution'}, {'mediaType': 'application/xml', 'downloadURL': 'https://data.cdc.gov/api/views/kk8c-wtm4/rows.xml?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/kk8c-wtm4/columns.xml', 'describedByType': 'application/xml', '@type': 'dcat:Distribution'}]",['NCHS'],2020-12-15/2021-05-05,https://www.usa.gov/government-works,irregular,,United States,['en-US'],,,,,NCHS,515
https://www.cdc.gov/nchs/hus,public,['009:20'],2022-04-28,dcat:Dataset,2022-04-28,"['african americans', 'age', 'alaskan natives', 'american natives', 'asian continental ancestry group', 'continental population groups', 'divorce', 'european continental ancestry group', 'health insurance', 'health us', 'hispanic americans', 'marital status', 'medicaid', 'oceanic ancestry group', 'poverty', 'sex']","{'@type': 'vcard:Contact', 'fn': 'National Center for Health Statistics', 'hasEmail': 'mailto:healthus@cdc.gov'}","{'@type': 'org:Organization', 'name': 'National Center for Health Statistics'}",https://data.cdc.gov/api/views/km5s-4339,"Data on Medicaid coverage among persons under age 65 by selected population characteristics. Please refer to the PDF or Excel version of this table in the HUS 2019 Data Finder (https://www.cdc.gov/nchs/hus/contents2019.htm) for critical information about measures, definitions, and changes over time. 

SOURCE: NCHS, National Health Interview Survey, health insurance supplements (1984, 1989, 1994-1996). Starting with 1997, data are from the family core and the sample adult questionnaires. Data for level of difficulty are from the 2010 Quality of Life, 2011-2017 Functioning and Disability, and 2018 Sample Adult questionnaires. For more information on the National Health Interview Survey, see the corresponding Appendix entry at https://www.cdc.gov/nchs/data/hus/hus19-appendix-508.pdf.","Medicaid coverage among persons under age 65, by selected characteristics: United States",['009:020'],"[{'@type': 'dcat:Distribution', 'downloadURL': 'https://data.cdc.gov/api/views/km5s-4339/rows.csv?accessType=DOWNLOAD', 'mediaType': 'text/csv'}, {'mediaType': 'application/rdf+xml', 'downloadURL': 'https://data.cdc.gov/api/views/km5s-4339/rows.rdf?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/km5s-4339/columns.rdf', 'describedByType': 'application/rdf+xml', '@type': 'dcat:Distribution'}, {'mediaType': 'application/json', 'downloadURL': 'https://data.cdc.gov/api/views/km5s-4339/rows.json?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/km5s-4339/columns.json', 'describedByType': 'application/json', '@type': 'dcat:Distribution'}, {'mediaType': 'application/xml', 'downloadURL': 'https://data.cdc.gov/api/views/km5s-4339/rows.xml?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/km5s-4339/columns.xml', 'describedByType': 'application/xml', '@type': 'dcat:Distribution'}]",['NCHS'],1984-01-01/2019-12-31,https://www.usa.gov/government-works,R/P1Y,,United States,,,,,,NCHS,518
https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,public,['009:20'],2020-04-21,dcat:Dataset,2022-09-28,"['all causes', 'coronavirus', 'county', 'covid-19', 'deaths', 'mortality', 'nchs', 'nvss', 'provisional', 'united states']","{'@type': 'vcard:Contact', 'fn': 'National Center for Health Statistics', 'hasEmail': 'mailto:cdcinfo@cdc.gov'}","{'@type': 'org:Organization', 'name': 'National Center for Health Statistics'}",https://data.cdc.gov/api/views/kn79-hsxy,"Provisional count of deaths involving coronavirus disease 2019 (COVID-19) by county of occurrence, in the United States, 2020-2022.",Provisional COVID-19 Death Counts in the United States by County,['009:020'],"[{'@type': 'dcat:Distribution', 'downloadURL': 'https://data.cdc.gov/api/views/kn79-hsxy/rows.csv?accessType=DOWNLOAD', 'mediaType': 'text/csv'}, {'mediaType': 'application/rdf+xml', 'downloadURL': 'https://data.cdc.gov/api/views/kn79-hsxy/rows.rdf?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/kn79-hsxy/columns.rdf', 'describedByType': 'application/rdf+xml', '@type': 'dcat:Distribution'}, {'mediaType': 'application/json', 'downloadURL': 'https://data.cdc.gov/api/views/kn79-hsxy/rows.json?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/kn79-hsxy/columns.json', 'describedByType': 'application/json', '@type': 'dcat:Distribution'}, {'mediaType': 'application/xml', 'downloadURL': 'https://data.cdc.gov/api/views/kn79-hsxy/rows.xml?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/kn79-hsxy/columns.xml', 'describedByType': 'application/xml', '@type': 'dcat:Distribution'}]",['NCHS'],,https://www.usa.gov/government-works,R/P1W,,United States,,,,,,NCHS,522
https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,public,['009:20'],2020-05-08,dcat:Dataset,2022-09-28,"['age', 'age group', 'all causes', 'coronavirus', 'covid-19', 'deaths', 'hispanic origin', 'influenza', 'mortality', 'nchs', 'nvss', 'pneumonia', 'provisional', 'puerto rico', 'race', 'state', 'united states']","{'@type': 'vcard:Contact', 'fn': 'National Center for Health Statistics', 'hasEmail': 'mailto:cdcinfo@cdc.gov'}","{'@type': 'org:Organization', 'name': 'National Center for Health Statistics'}",https://data.cdc.gov/api/views/ks3g-spdg,"Deaths involving coronavirus disease 2019 (COVID-19), pneumonia, and influenza reported to NCHS by race, age, and jurisdiction of occurrence.","Provisional COVID-19 Deaths by Race and Hispanic Origin, and Age",['009:020'],"[{'@type': 'dcat:Distribution', 'downloadURL': 'https://data.cdc.gov/api/views/ks3g-spdg/rows.csv?accessType=DOWNLOAD', 'mediaType': 'text/csv'}, {'mediaType': 'application/rdf+xml', 'downloadURL': 'https://data.cdc.gov/api/views/ks3g-spdg/rows.rdf?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/ks3g-spdg/columns.rdf', 'describedByType': 'application/rdf+xml', '@type': 'dcat:Distribution'}, {'mediaType': 'application/json', 'downloadURL': 'https://data.cdc.gov/api/views/ks3g-spdg/rows.json?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/ks3g-spdg/columns.json', 'describedByType': 'application/json', '@type': 'dcat:Distribution'}, {'mediaType': 'application/xml', 'downloadURL': 'https://data.cdc.gov/api/views/ks3g-spdg/rows.xml?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/ks3g-spdg/columns.xml', 'describedByType': 'application/xml', '@type': 'dcat:Distribution'}]",['NCHS'],,https://www.usa.gov/government-works,R/P1W,,"United States, Puerto Rico",,,,,,NCHS,527
https://www.cdc.gov/nchs/nvss/vsrr/covid19/excess_deaths.htm,public,['009:20'],2020-11-12,dcat:Dataset,2022-09-15,"['age', 'age group', 'all causes', 'coronavirus', 'covid-19', 'deaths', 'excess deaths', 'hispanic origin', 'mortality', 'nchs', 'nvss', 'provisional', 'race', 'sex', 'united states', 'weekly']","{'@type': 'vcard:Contact', 'fn': 'National Center for Health Statistics', 'hasEmail': 'mailto:cdcinfo@cdc.gov'}","{'@type': 'org:Organization', 'name': 'National Center for Health Statistics'}",https://data.cdc.gov/api/views/m74n-4hbs,"Weekly data on the number of deaths from all causes by sex, age group, and race/Hispanic origin group for the United States. Counts of deaths in more recent weeks can be compared with counts from earlier years (2015-2019) to determine if the number is higher than expected.","AH Excess Deaths by Sex, Age, and Race and Hispanic Origin",['009:020'],"[{'@type': 'dcat:Distribution', 'downloadURL': 'https://data.cdc.gov/api/views/m74n-4hbs/rows.csv?accessType=DOWNLOAD', 'mediaType': 'text/csv'}, {'mediaType': 'application/rdf+xml', 'downloadURL': 'https://data.cdc.gov/api/views/m74n-4hbs/rows.rdf?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/m74n-4hbs/columns.rdf', 'describedByType': 'application/rdf+xml', '@type': 'dcat:Distribution'}, {'mediaType': 'application/json', 'downloadURL': 'https://data.cdc.gov/api/views/m74n-4hbs/rows.json?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/m74n-4hbs/columns.json', 'describedByType': 'application/json', '@type': 'dcat:Distribution'}, {'mediaType': 'application/xml', 'downloadURL': 'https://data.cdc.gov/api/views/m74n-4hbs/rows.xml?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/m74n-4hbs/columns.xml', 'describedByType': 'application/xml', '@type': 'dcat:Distribution'}]",['NCHS'],,https://www.usa.gov/government-works,irregular,,United States,,,,,,NCHS,542
https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,public,['009:20'],2021-10-06,dcat:Dataset,2022-03-28,"['age', 'age group', 'all causes', 'coronavirus', 'covid-19', 'deaths', 'mortality', 'nchs', 'nvss', 'provisional', 'united states']","{'@type': 'vcard:Contact', 'fn': 'National Center for Health Statistics', 'hasEmail': 'mailto:cdcinfo@cdc.gov'}","{'@type': 'org:Organization', 'name': 'National Center for Health Statistics'}",https://data.cdc.gov/api/views/mawz-airi,"Provisional deaths involving coronavirus disease 2019 (COVID-19) reported to NCHS by age group among United States residents, from MMWR Week 40 2020 through MMWR Week 39 2021.

Age groups: 0-4, 5-11, 12-15, 16-17, 18-24, 25-39, 40-49, 50-64, 65-74, and 75+ years","AH Provisional COVID-19 Deaths by Age, United States, Week 40 2020 through Week 39 2021",['009:020'],"[{'@type': 'dcat:Distribution', 'downloadURL': 'https://data.cdc.gov/api/views/mawz-airi/rows.csv?accessType=DOWNLOAD', 'mediaType': 'text/csv'}, {'mediaType': 'application/rdf+xml', 'downloadURL': 'https://data.cdc.gov/api/views/mawz-airi/rows.rdf?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/mawz-airi/columns.rdf', 'describedByType': 'application/rdf+xml', '@type': 'dcat:Distribution'}, {'mediaType': 'application/json', 'downloadURL': 'https://data.cdc.gov/api/views/mawz-airi/rows.json?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/mawz-airi/columns.json', 'describedByType': 'application/json', '@type': 'dcat:Distribution'}, {'mediaType': 'application/xml', 'downloadURL': 'https://data.cdc.gov/api/views/mawz-airi/rows.xml?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/mawz-airi/columns.xml', 'describedByType': 'application/xml', '@type': 'dcat:Distribution'}]",['NCHS'],2020/2021,https://www.usa.gov/government-works,irregular,,United States,,,,,,NCHS,546
https://www.cdc.gov/nchs/data-visualization/mortality-trends/index.htm,public,['009:20'],2015-07-14,dcat:Dataset,2022-03-23,"['cause of death', 'mortality', 'nchs', 'united states']","{'@type': 'vcard:Contact', 'fn': 'National Center for Health Statistics', 'hasEmail': 'mailto:cdcinfo@cdc.gov'}","{'@type': 'org:Organization', 'name': 'National Center for Health Statistics'}",https://data.cdc.gov/api/views/mc4y-cbbv,"This dataset contains information on the number of deaths and age-adjusted death rates for the five leading causes of death in 1900, 1950, and 2000.

Age-adjusted death rates (deaths per 100,000) after 1998 are calculated based on the 2000 U.S. standard population. Populations used for computing death rates for 2011–2017 are postcensal estimates based on the 2010 census, estimated as of July 1, 2010. Rates for census years are based on populations enumerated in the corresponding censuses. Rates for noncensus years between 2000 and 2010 are revised using updated intercensal population estimates and may differ from rates previously published. Data on age-adjusted death rates prior to 1999 are taken from historical data (see References below).

SOURCES

CDC/NCHS, National Vital Statistics System, historical data, 1900-1998 (see https://www.cdc.gov/nchs/nvss/mortality_historical_data.htm); CDC/NCHS, National Vital Statistics System, mortality data (see http://www.cdc.gov/nchs/deaths.htm); and CDC WONDER (see http://wonder.cdc.gov).

REFERENCES

1. National Center for Health Statistics, Data Warehouse. Comparability of cause-of-death between ICD revisions. 2008. Available from: http://www.cdc.gov/nchs/nvss/mortality/comparability_icd.htm.

2. National Center for Health Statistics. Vital statistics data available. Mortality multiple cause files. Hyattsville, MD: National Center for Health Statistics. Available from: https://www.cdc.gov/nchs/data_access/vitalstatsonline.htm.

3. Kochanek KD, Murphy SL, Xu JQ, Arias E. Deaths: Final data for 2017. National Vital Statistics Reports; vol 68 no 9. Hyattsville, MD: National Center for Health Statistics. 2019. Available from: https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_09-508.pdf.

4. Arias E, Xu JQ. United States life tables, 2017. National Vital Statistics Reports; vol 68 no 7. Hyattsville, MD: National Center for Health Statistics. 2019. Available from: https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_07-508.pdf.

5. National Center for Health Statistics. Historical Data, 1900-1998. 2009. Available from: https://www.cdc.gov/nchs/nvss/mortality_historical_data.htm.","NCHS - Top Five Leading Causes of Death: United States, 1990, 1950, 2000",['009:020'],"[{'@type': 'dcat:Distribution', 'downloadURL': 'https://data.cdc.gov/api/views/mc4y-cbbv/rows.csv?accessType=DOWNLOAD', 'mediaType': 'text/csv'}, {'mediaType': 'application/rdf+xml', 'downloadURL': 'https://data.cdc.gov/api/views/mc4y-cbbv/rows.rdf?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/mc4y-cbbv/columns.rdf', 'describedByType': 'application/rdf+xml', '@type': 'dcat:Distribution'}, {'mediaType': 'application/json', 'downloadURL': 'https://data.cdc.gov/api/views/mc4y-cbbv/rows.json?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/mc4y-cbbv/columns.json', 'describedByType': 'application/json', '@type': 'dcat:Distribution'}, {'mediaType': 'application/xml', 'downloadURL': 'https://data.cdc.gov/api/views/mc4y-cbbv/rows.xml?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/mc4y-cbbv/columns.xml', 'describedByType': 'application/xml', '@type': 'dcat:Distribution'}]",['NCHS'],1950-01-01/2000-12-31,https://www.usa.gov/government-works,irregular,,US,['en-US'],,,,,NCHS,549
https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,public,['009:20'],2021-05-12,dcat:Dataset,2022-04-01,"['all causes', 'coronavirus', 'covid-19', 'deaths', 'hospital referral region', 'mortality', 'nchs', 'nvss', 'provisional', 'united states', 'weekly']","{'@type': 'vcard:Contact', 'fn': 'National Center for Health Statistics', 'hasEmail': 'mailto:cdcinfo@cdc.gov'}","{'@type': 'org:Organization', 'name': 'National Center for Health Statistics'}",https://data.cdc.gov/api/views/mqmc-4b9n,"Provisional count of deaths involving coronavirus disease 2019 (COVID-19) in the United States by week of death and by hospital referral region (HRR). HRR is determined by county of occurrence. Weekly weighted counts of deaths from all causes and due to COVID-19 are provided by HRR overall and for decedents 65 years and older. The weighted counts by HRRs are based on published methods for aggregating county-level data to HRRs. More detail about aggregating to HRRs from counties can be found in the following: https://github.com/Dartmouth-DAC/covid-19-hrr-mapping
https://dartmouthatlas.org/covid-19/hrr-mapping/",AH Provisional COVID-19 Deaths by Hospital Referral Region,['009:020'],"[{'@type': 'dcat:Distribution', 'downloadURL': 'https://data.cdc.gov/api/views/mqmc-4b9n/rows.csv?accessType=DOWNLOAD', 'mediaType': 'text/csv'}, {'mediaType': 'application/rdf+xml', 'downloadURL': 'https://data.cdc.gov/api/views/mqmc-4b9n/rows.rdf?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/mqmc-4b9n/columns.rdf', 'describedByType': 'application/rdf+xml', '@type': 'dcat:Distribution'}, {'mediaType': 'application/json', 'downloadURL': 'https://data.cdc.gov/api/views/mqmc-4b9n/rows.json?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/mqmc-4b9n/columns.json', 'describedByType': 'application/json', '@type': 'dcat:Distribution'}, {'mediaType': 'application/xml', 'downloadURL': 'https://data.cdc.gov/api/views/mqmc-4b9n/rows.xml?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/mqmc-4b9n/columns.xml', 'describedByType': 'application/xml', '@type': 'dcat:Distribution'}]",['NCHS'],,https://www.usa.gov/government-works,irregular,,United States,,,,,,NCHS,561
https://www.cdc.gov/nchs/nvss/index.htm,public,['009:20'],2020-04-21,dcat:Dataset,2022-09-28,"['all causes', 'alzheimer disease', 'cancer', 'causes of death', 'cerebrovascular disease', 'chronic lower respiratory disease', 'coronavirus', 'covid-19', 'deaths', 'diabetes', 'diseases of heart', 'influenza', 'kidney disease', 'mortality', 'natural cause', 'nchs', 'nvss', 'pneumonia', 'provisional', 'puerto rico', 'respiratory disease', 'septicemia', 'state', 'united states', 'weekly']","{'@type': 'vcard:Contact', 'fn': 'National Center for Health Statistics', 'hasEmail': 'mailto:cdcinfo@cdc.gov'}","{'@type': 'org:Organization', 'name': 'National Center for Health Statistics'}",https://data.cdc.gov/api/views/muzy-jte6,"Provisional counts of deaths by the week the deaths occurred, by state of occurrence, and by select underlying causes of death for 2020-2022.  The dataset also includes weekly provisional counts of death for COVID-19, coded to ICD-10 code U07.1 as an underlying or multiple cause of death.

NOTE: death counts are presented with a one week lag.","Weekly Provisional Counts of Deaths by State and Select Causes, 2020-2022",['009:020'],"[{'@type': 'dcat:Distribution', 'downloadURL': 'https://data.cdc.gov/api/views/muzy-jte6/rows.csv?accessType=DOWNLOAD', 'mediaType': 'text/csv'}, {'mediaType': 'application/rdf+xml', 'downloadURL': 'https://data.cdc.gov/api/views/muzy-jte6/rows.rdf?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/muzy-jte6/columns.rdf', 'describedByType': 'application/rdf+xml', '@type': 'dcat:Distribution'}, {'mediaType': 'application/json', 'downloadURL': 'https://data.cdc.gov/api/views/muzy-jte6/rows.json?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/muzy-jte6/columns.json', 'describedByType': 'application/json', '@type': 'dcat:Distribution'}, {'mediaType': 'application/xml', 'downloadURL': 'https://data.cdc.gov/api/views/muzy-jte6/rows.xml?accessType=DOWNLOAD', 'describedBy': 'https://data.cdc.gov/api/views/muzy-jte6/columns.xml', 'describedByType': 'application/xml', '@type': 'dcat:Distribution'}]",['NCHS'],2020/2022,https://www.usa.gov/government-works,R/P1W,,"United States, Puerto Rico",,,,,,NCHS,569
